month,solePubs,collabPubs,solePubsCorona,collabPubsCorona,n_participation,Participation_Corona,country
201501,987.0,796.0,1.0,0.0,5910.0,9.0,Australia
201501,1490.0,385.0,2.0,1.0,4058.0,5.0,South Korea
201501,901.0,716.0,0.0,0.0,6487.0,0.0,Spain
201501,7934.0,5244.0,8.0,6.0,46793.0,66.0,United States
201501,1669.0,1481.0,1.0,1.0,11945.0,7.0,Germany
201501,98.0,93.0,1.0,0.0,594.0,1.0,Thailand
201501,227.0,213.0,0.0,1.0,1530.0,2.0,Israel
201501,1341.0,880.0,1.0,0.0,9906.0,1.0,Italy
201501,468.0,185.0,0.0,1.0,2139.0,2.0,Taiwan
201501,5570.0,1429.0,5.0,5.0,9147.0,59.0,China
201501,2211.0,561.0,0.0,0.0,9181.0,0.0,Japan
201501,1350.0,1804.0,0.0,1.0,10066.0,1.0,United Kingdom
201501,393.0,186.0,0.0,0.0,2217.0,0.0,Poland
201501,737.0,731.0,0.0,0.0,5253.0,0.0,Netherlands
201501,1119.0,926.0,0.0,0.0,6613.0,0.0,Canada
201501,710.0,115.0,0.0,0.0,3131.0,0.0,Turkey
201501,124.0,135.0,0.0,1.0,810.0,6.0,Ireland
201501,1222.0,358.0,0.0,1.0,4717.0,1.0,India
201501,830.0,432.0,1.0,1.0,5741.0,19.0,Brazil
201501,164.0,200.0,0.0,0.0,1317.0,0.0,Finland
201501,364.0,589.0,1.0,0.0,3107.0,1.0,Switzerland
201501,101.0,151.0,0.0,0.0,622.0,0.0,South Africa
201501,254.0,408.0,1.0,0.0,2250.0,3.0,Belgium
201501,175.0,147.0,0.0,0.0,1145.0,0.0,Greece
201501,867.0,1017.0,0.0,2.0,7743.0,3.0,France
201501,343.0,486.0,0.0,0.0,2546.0,0.0,Sweden
201501,102.0,103.0,0.0,0.0,558.0,0.0,New Zealand
201501,195.0,178.0,0.0,0.0,1274.0,0.0,Portugal
201501,143.0,174.0,0.0,0.0,1009.0,0.0,Norway
201501,78.0,99.0,0.0,0.0,675.0,0.0,Chile
201501,97.0,122.0,0.0,0.0,733.0,0.0,Argentina
201501,13.0,18.0,0.0,0.0,91.0,0.0,Bulgaria
201501,480.0,127.0,1.0,0.0,2152.0,2.0,Iran
201501,139.0,133.0,0.0,0.0,886.0,0.0,Singapore
201501,14.0,38.0,0.0,0.0,140.0,0.0,Qatar
201501,7.0,34.0,0.0,0.0,87.0,0.0,Jordan
201501,176.0,258.0,0.0,0.0,1398.0,0.0,Austria
201501,29.0,41.0,0.0,0.0,230.0,0.0,Croatia
201501,197.0,134.0,0.0,0.0,1306.0,0.0,Mexico
201501,151.0,79.0,0.0,0.0,673.0,0.0,Egypt
201501,320.0,354.0,0.0,0.0,2096.0,0.0,Denmark
201501,57.0,45.0,0.0,0.0,356.0,0.0,Romania
201501,43.0,61.0,0.0,0.0,246.0,0.0,Slovenia
201501,42.0,58.0,0.0,0.0,238.0,0.0,Colombia
201501,32.0,34.0,0.0,0.0,241.0,0.0,Ghana
201501,11.0,57.0,0.0,0.0,205.0,0.0,Kenya
201501,2.0,16.0,0.0,0.0,33.0,0.0,Ecuador
201501,59.0,96.0,0.0,0.0,422.0,0.0,Pakistan
201501,1.0,10.0,0.0,0.0,18.0,0.0,Costa Rica
201501,160.0,148.0,0.0,0.0,1185.0,0.0,Russia
201501,3.0,13.0,0.0,0.0,31.0,0.0,Belarus
201501,4.0,10.0,0.0,0.0,48.0,0.0,Madagascar
201501,103.0,83.0,1.0,0.0,695.0,6.0,Malaysia
201501,44.0,41.0,0.0,0.0,327.0,0.0,Serbia
201501,6.0,19.0,0.0,0.0,65.0,0.0,Philippines
201501,10.0,26.0,0.0,0.0,83.0,0.0,Vietnam
201501,15.0,13.0,0.0,0.0,73.0,0.0,Sri Lanka
201501,8.0,24.0,0.0,0.0,79.0,0.0,Indonesia
201501,0.0,3.0,0.0,0.0,3.0,0.0,Montenegro
201501,64.0,92.0,0.0,0.0,569.0,0.0,Hungary
201501,86.0,146.0,0.0,0.0,558.0,0.0,Saudi Arabia
201501,12.0,30.0,0.0,0.0,104.0,0.0,Ukraine
201501,19.0,17.0,0.0,0.0,140.0,0.0,Lithuania
201501,67.0,38.0,0.0,0.0,289.0,0.0,Georgia
201501,38.0,23.0,0.0,0.0,177.0,0.0,Jersey
201501,5.0,16.0,0.0,0.0,47.0,0.0,Cyprus
201501,12.0,31.0,0.0,0.0,123.0,0.0,Iceland
201501,9.0,23.0,0.0,0.0,74.0,0.0,Luxembourg
201501,23.0,73.0,0.0,0.0,320.0,0.0,Peru
201501,0.0,7.0,0.0,0.0,27.0,0.0,Guinea
201501,4.0,10.0,0.0,0.0,43.0,0.0,Latvia
201501,11.0,22.0,0.0,0.0,99.0,0.0,United Arab Emirates
201501,17.0,4.0,0.0,0.0,59.0,0.0,Bosnia and Herzegovina
201501,23.0,35.0,0.0,0.0,162.0,0.0,Lebanon
201501,40.0,45.0,0.0,0.0,327.0,0.0,Tunisia
201501,3.0,8.0,0.0,0.0,31.0,0.0,Benin
201501,19.0,34.0,0.0,0.0,161.0,0.0,Estonia
201501,0.0,2.0,0.0,0.0,2.0,0.0,Grenada
201501,16.0,14.0,0.0,0.0,68.0,0.0,Kuwait
201501,0.0,5.0,0.0,0.0,13.0,0.0,Haiti
201501,9.0,16.0,0.0,0.0,120.0,0.0,Senegal
201501,1.0,7.0,0.0,0.0,27.0,0.0,Gambia
201501,21.0,23.0,0.0,0.0,123.0,0.0,Slovakia
201501,28.0,17.0,0.0,1.0,149.0,8.0,Morocco
201501,15.0,25.0,0.0,0.0,158.0,0.0,Bangladesh
201501,13.0,10.0,0.0,0.0,62.0,0.0,Oman
201501,12.0,37.0,0.0,0.0,138.0,0.0,Uganda
201501,2.0,5.0,0.0,0.0,12.0,0.0,Botswana
201501,5.0,9.0,0.0,0.0,43.0,0.0,Venezuela
201501,11.0,13.0,0.0,0.0,102.0,0.0,Cameroon
201501,2.0,6.0,0.0,0.0,25.0,0.0,Cambodia
201501,4.0,7.0,0.0,0.0,20.0,0.0,Malta
201501,0.0,1.0,0.0,0.0,4.0,0.0,French Polynesia
201501,1.0,2.0,0.0,0.0,5.0,0.0,Monaco
201501,4.0,11.0,0.0,0.0,29.0,0.0,Mali
201501,0.0,7.0,0.0,0.0,23.0,0.0,Myanmar
201501,0.0,3.0,0.0,0.0,4.0,0.0,Faroe Islands
201501,0.0,3.0,0.0,0.0,5.0,0.0,Niger
201501,43.0,27.0,0.0,0.0,215.0,0.0,Nigeria
201501,26.0,24.0,0.0,0.0,120.0,0.0,Ethiopia
201501,7.0,24.0,0.0,0.0,96.0,0.0,Tanzania
201501,4.0,1.0,0.0,0.0,19.0,0.0,Jamaica
201501,10.0,9.0,0.0,0.0,52.0,0.0,Algeria
201501,0.0,2.0,0.0,0.0,2.0,0.0,Laos
201501,0.0,2.0,0.0,0.0,2.0,0.0,Fiji
201501,0.0,3.0,0.0,0.0,5.0,0.0,Syria
201501,2.0,8.0,0.0,0.0,18.0,0.0,Armenia
201501,6.0,6.0,0.0,0.0,21.0,0.0,Iraq
201501,0.0,2.0,0.0,0.0,7.0,0.0,New Caledonia
201501,0.0,6.0,0.0,0.0,10.0,0.0,Gabon
201501,6.0,21.0,0.0,0.0,70.0,0.0,Uruguay
201501,5.0,17.0,0.0,0.0,65.0,0.0,Nepal
201501,1.0,1.0,0.0,0.0,2.0,0.0,Dominica
201501,3.0,5.0,0.0,0.0,30.0,0.0,Kazakhstan
201501,1.0,5.0,0.0,0.0,6.0,0.0,Yemen
201501,2.0,17.0,0.0,0.0,61.0,0.0,Malawi
201501,2.0,13.0,0.0,0.0,33.0,0.0,Zimbabwe
201501,0.0,0.0,0.0,0.0,0.0,0.0,Paraguay
201501,0.0,3.0,0.0,0.0,3.0,0.0,Albania
201501,0.0,2.0,0.0,0.0,2.0,0.0,Greenland
201501,0.0,4.0,0.0,0.0,7.0,0.0,Nicaragua
201501,3.0,17.0,0.0,0.0,50.0,0.0,Zambia
201501,5.0,15.0,0.0,0.0,63.0,0.0,Burkina Faso
201501,0.0,0.0,0.0,0.0,0.0,0.0,Liberia
201501,0.0,4.0,0.0,0.0,8.0,0.0,Democratic Republic of the Congo
201501,1.0,3.0,0.0,0.0,10.0,0.0,Moldova
201501,3.0,6.0,0.0,0.0,20.0,0.0,Bahrain
201501,1.0,6.0,0.0,0.0,11.0,0.0,Panama
201501,2.0,5.0,0.0,0.0,6.0,0.0,Azerbaijan
201501,0.0,3.0,0.0,0.0,4.0,0.0,Mauritius
201501,9.0,14.0,0.0,0.0,108.0,0.0,Cuba
201501,0.0,1.0,0.0,0.0,2.0,0.0,Liechtenstein
201501,0.0,6.0,0.0,0.0,11.0,0.0,Mongolia
201501,0.0,10.0,0.0,0.0,32.0,0.0,Sudan
201501,0.0,2.0,0.0,0.0,13.0,0.0,San Marino
201501,1.0,2.0,0.0,0.0,11.0,0.0,Rwanda
201501,0.0,1.0,0.0,0.0,3.0,0.0,Sierra Leone
201501,0.0,1.0,0.0,0.0,3.0,0.0,Afghanistan
201501,1.0,3.0,0.0,0.0,8.0,0.0,Bhutan
201501,0.0,1.0,0.0,0.0,1.0,0.0,Angola
201501,0.0,1.0,0.0,0.0,1.0,0.0,Somalia
201501,0.0,2.0,0.0,0.0,3.0,0.0,Central African Republic
201501,1.0,0.0,0.0,0.0,5.0,0.0,Guadeloupe
201501,1.0,0.0,0.0,0.0,10.0,0.0,French Guiana
201501,0.0,2.0,0.0,0.0,0.0,0.0,GuineaBissau
201501,0.0,0.0,0.0,0.0,0.0,0.0,Bahamas
201501,0.0,1.0,0.0,0.0,2.0,0.0,Bermuda
201501,2.0,9.0,0.0,0.0,33.0,0.0,Mozambique
201501,0.0,1.0,0.0,0.0,4.0,0.0,Belize
201501,0.0,10.0,0.0,0.0,19.0,0.0,Bolivia
201501,0.0,0.0,0.0,0.0,0.0,0.0,Brunei
201501,0.0,1.0,0.0,0.0,3.0,0.0,Lesotho
201501,0.0,1.0,0.0,0.0,3.0,0.0,Dominican Republic
201501,0.0,0.0,0.0,0.0,0.0,0.0,Samoa
201501,2.0,2.0,0.0,0.0,4.0,0.0,Namibia
201501,2.0,4.0,0.0,0.0,10.0,0.0,Guatemala
201501,0.0,2.0,0.0,0.0,3.0,0.0,El Salvador
201501,1.0,0.0,0.0,0.0,2.0,0.0,Trinidad and Tobago
201501,1.0,1.0,0.0,0.0,2.0,0.0,Suriname
201501,1.0,0.0,0.0,0.0,1.0,0.0,Libya
201501,0.0,0.0,0.0,0.0,0.0,0.0,Chad
201501,3.0,2.0,0.0,0.0,20.0,0.0,Togo
201501,0.0,1.0,0.0,0.0,3.0,0.0,Guyana
201501,0.0,0.0,0.0,0.0,0.0,0.0,Macao
201501,0.0,1.0,0.0,0.0,7.0,0.0,Reunion
201501,0.0,0.0,0.0,0.0,0.0,0.0,Cabo Verde
201501,0.0,0.0,0.0,0.0,0.0,0.0,Uzbekistan
201501,2.0,1.0,0.0,0.0,11.0,0.0,Barbados
201501,0.0,1.0,0.0,0.0,2.0,0.0,Seychelles
201501,0.0,0.0,0.0,0.0,0.0,0.0,Kyrgyzstan
201501,0.0,2.0,0.0,0.0,1.0,0.0,Honduras
201501,0.0,0.0,0.0,0.0,0.0,0.0,Turks and Caicos Islands
201501,0.0,0.0,0.0,0.0,0.0,0.0,Andorra
201501,0.0,1.0,0.0,0.0,1.0,0.0,Vatican
201501,0.0,2.0,0.0,0.0,5.0,0.0,Saint Kitts and Nevis
201501,0.0,1.0,0.0,0.0,2.0,0.0,Tajikistan
201501,1.0,0.0,0.0,0.0,4.0,0.0,Czechia
201501,0.0,0.0,0.0,0.0,0.0,0.0,Palau
201501,1.0,0.0,0.0,0.0,4.0,0.0,Burundi
201501,0.0,0.0,0.0,0.0,0.0,0.0,Solomon Islands
201501,0.0,0.0,0.0,0.0,0.0,0.0,Maldives
201501,0.0,0.0,0.0,0.0,0.0,0.0,Martinique
201501,0.0,0.0,0.0,0.0,0.0,0.0,Palestinian Territory
201501,0.0,0.0,0.0,0.0,0.0,0.0,Curacao
201501,0.0,0.0,0.0,0.0,0.0,0.0,Saint Lucia
201501,0.0,0.0,0.0,0.0,0.0,0.0,Saint Vincent and the Grenadines
201501,0.0,0.0,0.0,0.0,0.0,0.0,Republic of the Congo
201501,0.0,0.0,0.0,0.0,0.0,0.0,Sint Maarten
201501,0.0,1.0,0.0,0.0,1.0,0.0,Eritrea
201501,0.0,0.0,0.0,0.0,0.0,0.0,Mauritania
201501,1.0,0.0,0.0,0.0,5.0,0.0,Djibouti
201501,0.0,1.0,0.0,0.0,1.0,0.0,Ivory Coast
201501,0.0,0.0,0.0,0.0,0.0,0.0,Aruba
201501,0.0,0.0,0.0,0.0,0.0,0.0,Antigua and Barbuda
201501,0.0,1.0,0.0,0.0,1.0,0.0,Isle of Man
201501,0.0,0.0,0.0,0.0,0.0,0.0,Sao Tome and Principe
201501,0.0,0.0,0.0,0.0,0.0,0.0,Montserrat
201501,0.0,0.0,0.0,0.0,0.0,0.0,Tonga
201501,0.0,0.0,0.0,0.0,0.0,0.0,Gibraltar
201501,0.0,0.0,0.0,0.0,0.0,0.0,Cayman Islands
201501,0.0,0.0,0.0,0.0,0.0,0.0,Niue
201501,0.0,0.0,0.0,0.0,0.0,0.0,Turkmenistan
201501,0.0,0.0,0.0,0.0,0.0,0.0,British Virgin Islands
201501,0.0,0.0,0.0,0.0,0.0,0.0,Timor Leste
201501,0.0,0.0,0.0,0.0,0.0,0.0,North Macedonia
201501,0.0,0.0,0.0,0.0,0.0,0.0,Tuvalu
201501,0.0,0.0,0.0,0.0,0.0,0.0,Aland Islands
201501,,,,,8.0,,Guinea-Bissau
201502,927.0,778.0,1.0,1.0,5671.0,4.0,Australia
201502,1404.0,314.0,0.0,0.0,3828.0,0.0,South Korea
201502,855.0,704.0,0.0,1.0,6538.0,2.0,Spain
201502,7554.0,4975.0,5.0,5.0,47037.0,39.0,United States
201502,1661.0,1472.0,0.0,2.0,12046.0,10.0,Germany
201502,103.0,107.0,0.0,0.0,650.0,0.0,Thailand
201502,262.0,215.0,0.0,0.0,1703.0,0.0,Israel
201502,1322.0,876.0,0.0,0.0,10311.0,0.0,Italy
201502,413.0,174.0,0.0,0.0,1977.0,0.0,Taiwan
201502,4251.0,1269.0,5.0,4.0,7764.0,60.0,China
201502,2149.0,554.0,1.0,0.0,9011.0,4.0,Japan
201502,1291.0,1883.0,0.0,1.0,9917.0,1.0,United Kingdom
201502,466.0,171.0,0.0,0.0,2407.0,0.0,Poland
201502,680.0,742.0,1.0,1.0,5081.0,17.0,Netherlands
201502,975.0,941.0,0.0,0.0,6345.0,0.0,Canada
201502,631.0,139.0,0.0,0.0,3073.0,0.0,Turkey
201502,126.0,114.0,0.0,1.0,804.0,1.0,Ireland
201502,1106.0,323.0,0.0,0.0,4412.0,0.0,India
201502,778.0,436.0,1.0,1.0,5409.0,7.0,Brazil
201502,142.0,201.0,0.0,0.0,1192.0,0.0,Finland
201502,346.0,610.0,0.0,1.0,3239.0,2.0,Switzerland
201502,121.0,110.0,0.0,1.0,606.0,10.0,South Africa
201502,276.0,398.0,0.0,0.0,2424.0,0.0,Belgium
201502,153.0,135.0,0.0,0.0,955.0,0.0,Greece
201502,864.0,1081.0,0.0,0.0,7889.0,0.0,France
201502,387.0,460.0,2.0,0.0,2630.0,40.0,Sweden
201502,93.0,122.0,0.0,0.0,646.0,0.0,New Zealand
201502,214.0,193.0,0.0,0.0,1396.0,0.0,Portugal
201502,153.0,204.0,0.0,0.0,1091.0,0.0,Norway
201502,52.0,76.0,0.0,0.0,463.0,0.0,Chile
201502,82.0,100.0,0.0,0.0,663.0,0.0,Argentina
201502,21.0,28.0,0.0,0.0,128.0,0.0,Bulgaria
201502,424.0,117.0,0.0,0.0,2020.0,0.0,Iran
201502,129.0,140.0,1.0,0.0,842.0,9.0,Singapore
201502,19.0,30.0,0.0,0.0,120.0,0.0,Qatar
201502,13.0,18.0,0.0,0.0,62.0,0.0,Jordan
201502,169.0,271.0,0.0,1.0,1465.0,3.0,Austria
201502,42.0,43.0,0.0,0.0,268.0,0.0,Croatia
201502,240.0,135.0,1.0,0.0,1422.0,10.0,Mexico
201502,124.0,94.0,0.0,0.0,615.0,0.0,Egypt
201502,269.0,346.0,0.0,0.0,1991.0,0.0,Denmark
201502,60.0,40.0,0.0,0.0,374.0,0.0,Romania
201502,39.0,35.0,0.0,0.0,225.0,0.0,Slovenia
201502,54.0,58.0,0.0,0.0,313.0,0.0,Colombia
201502,15.0,26.0,0.0,0.0,143.0,0.0,Ghana
201502,17.0,39.0,0.0,0.0,196.0,0.0,Kenya
201502,4.0,21.0,0.0,0.0,52.0,0.0,Ecuador
201502,54.0,67.0,0.0,0.0,361.0,0.0,Pakistan
201502,1.0,13.0,0.0,0.0,25.0,0.0,Costa Rica
201502,150.0,151.0,0.0,0.0,1303.0,0.0,Russia
201502,2.0,8.0,0.0,0.0,23.0,0.0,Belarus
201502,1.0,6.0,0.0,0.0,14.0,0.0,Madagascar
201502,90.0,108.0,0.0,0.0,625.0,0.0,Malaysia
201502,54.0,38.0,0.0,0.0,350.0,0.0,Serbia
201502,4.0,24.0,0.0,0.0,74.0,0.0,Philippines
201502,2.0,21.0,0.0,0.0,61.0,0.0,Vietnam
201502,7.0,11.0,0.0,0.0,51.0,0.0,Sri Lanka
201502,12.0,29.0,0.0,0.0,125.0,0.0,Indonesia
201502,0.0,3.0,0.0,0.0,10.0,0.0,Montenegro
201502,68.0,102.0,0.0,0.0,603.0,0.0,Hungary
201502,92.0,169.0,2.0,0.0,642.0,2.0,Saudi Arabia
201502,21.0,35.0,0.0,0.0,136.0,0.0,Ukraine
201502,26.0,20.0,0.0,0.0,136.0,0.0,Lithuania
201502,74.0,56.0,0.0,0.0,399.0,0.0,Georgia
201502,29.0,24.0,0.0,0.0,127.0,0.0,Jersey
201502,9.0,25.0,0.0,0.0,58.0,0.0,Cyprus
201502,8.0,18.0,0.0,0.0,73.0,0.0,Iceland
201502,2.0,19.0,0.0,0.0,49.0,0.0,Luxembourg
201502,26.0,82.0,0.0,0.0,310.0,0.0,Peru
201502,2.0,7.0,0.0,0.0,21.0,0.0,Guinea
201502,7.0,2.0,0.0,0.0,44.0,0.0,Latvia
201502,8.0,24.0,0.0,0.0,67.0,0.0,United Arab Emirates
201502,7.0,2.0,0.0,0.0,20.0,0.0,Bosnia and Herzegovina
201502,26.0,31.0,0.0,0.0,152.0,0.0,Lebanon
201502,30.0,35.0,0.0,0.0,286.0,0.0,Tunisia
201502,0.0,7.0,0.0,0.0,19.0,0.0,Benin
201502,21.0,28.0,0.0,0.0,176.0,0.0,Estonia
201502,2.0,2.0,0.0,0.0,11.0,0.0,Grenada
201502,11.0,14.0,1.0,0.0,75.0,6.0,Kuwait
201502,0.0,1.0,0.0,0.0,2.0,0.0,Haiti
201502,8.0,14.0,0.0,0.0,88.0,0.0,Senegal
201502,0.0,4.0,0.0,0.0,11.0,0.0,Gambia
201502,24.0,18.0,0.0,0.0,150.0,0.0,Slovakia
201502,23.0,22.0,0.0,0.0,180.0,0.0,Morocco
201502,12.0,25.0,0.0,0.0,114.0,0.0,Bangladesh
201502,12.0,10.0,0.0,0.0,57.0,0.0,Oman
201502,10.0,29.0,0.0,0.0,146.0,0.0,Uganda
201502,1.0,4.0,0.0,0.0,21.0,0.0,Botswana
201502,6.0,9.0,0.0,0.0,38.0,0.0,Venezuela
201502,6.0,16.0,0.0,0.0,85.0,0.0,Cameroon
201502,1.0,12.0,0.0,0.0,28.0,0.0,Cambodia
201502,3.0,4.0,0.0,1.0,10.0,2.0,Malta
201502,3.0,2.0,0.0,0.0,13.0,0.0,French Polynesia
201502,0.0,4.0,0.0,0.0,5.0,0.0,Monaco
201502,3.0,20.0,0.0,0.0,55.0,0.0,Mali
201502,0.0,3.0,0.0,0.0,10.0,0.0,Myanmar
201502,0.0,4.0,0.0,0.0,4.0,0.0,Faroe Islands
201502,0.0,4.0,0.0,0.0,8.0,0.0,Niger
201502,50.0,36.0,0.0,0.0,297.0,0.0,Nigeria
201502,23.0,26.0,0.0,0.0,149.0,0.0,Ethiopia
201502,11.0,31.0,0.0,0.0,123.0,0.0,Tanzania
201502,5.0,6.0,0.0,0.0,28.0,0.0,Jamaica
201502,7.0,10.0,0.0,0.0,40.0,0.0,Algeria
201502,1.0,2.0,0.0,0.0,4.0,0.0,Laos
201502,1.0,2.0,0.0,0.0,8.0,0.0,Fiji
201502,7.0,5.0,0.0,0.0,22.0,0.0,Syria
201502,1.0,11.0,0.0,0.0,14.0,0.0,Armenia
201502,5.0,19.0,0.0,0.0,35.0,0.0,Iraq
201502,1.0,1.0,0.0,0.0,7.0,0.0,New Caledonia
201502,0.0,3.0,0.0,0.0,6.0,0.0,Gabon
201502,7.0,17.0,0.0,0.0,61.0,0.0,Uruguay
201502,9.0,19.0,0.0,0.0,77.0,0.0,Nepal
201502,0.0,2.0,0.0,0.0,2.0,0.0,Dominica
201502,1.0,10.0,0.0,0.0,32.0,0.0,Kazakhstan
201502,1.0,3.0,0.0,0.0,12.0,0.0,Yemen
201502,2.0,13.0,0.0,0.0,49.0,0.0,Malawi
201502,3.0,7.0,0.0,0.0,26.0,0.0,Zimbabwe
201502,4.0,3.0,0.0,0.0,20.0,0.0,Paraguay
201502,3.0,4.0,0.0,0.0,21.0,0.0,Albania
201502,0.0,1.0,0.0,0.0,1.0,0.0,Greenland
201502,0.0,3.0,0.0,0.0,7.0,0.0,Nicaragua
201502,3.0,7.0,0.0,0.0,32.0,0.0,Zambia
201502,4.0,8.0,0.0,0.0,60.0,0.0,Burkina Faso
201502,0.0,2.0,0.0,0.0,7.0,0.0,Liberia
201502,1.0,6.0,0.0,0.0,15.0,0.0,Democratic Republic of the Congo
201502,0.0,2.0,0.0,0.0,2.0,0.0,Moldova
201502,6.0,3.0,0.0,0.0,25.0,0.0,Bahrain
201502,2.0,9.0,0.0,0.0,39.0,0.0,Panama
201502,0.0,2.0,0.0,0.0,3.0,0.0,Azerbaijan
201502,1.0,2.0,0.0,0.0,8.0,0.0,Mauritius
201502,3.0,17.0,0.0,0.0,95.0,0.0,Cuba
201502,0.0,0.0,0.0,0.0,0.0,0.0,Liechtenstein
201502,0.0,5.0,0.0,0.0,14.0,0.0,Mongolia
201502,2.0,9.0,0.0,0.0,27.0,0.0,Sudan
201502,0.0,0.0,0.0,0.0,0.0,0.0,San Marino
201502,4.0,7.0,0.0,0.0,28.0,0.0,Rwanda
201502,0.0,6.0,0.0,0.0,24.0,0.0,Sierra Leone
201502,0.0,4.0,0.0,0.0,6.0,0.0,Afghanistan
201502,1.0,1.0,0.0,0.0,5.0,0.0,Bhutan
201502,2.0,3.0,0.0,0.0,15.0,0.0,Angola
201502,0.0,0.0,0.0,0.0,0.0,0.0,Somalia
201502,0.0,4.0,0.0,0.0,9.0,0.0,Central African Republic
201502,1.0,1.0,0.0,0.0,4.0,0.0,Guadeloupe
201502,0.0,3.0,0.0,0.0,11.0,0.0,French Guiana
201502,0.0,1.0,0.0,0.0,0.0,0.0,GuineaBissau
201502,1.0,1.0,0.0,0.0,8.0,0.0,Bahamas
201502,2.0,1.0,0.0,0.0,6.0,0.0,Bermuda
201502,0.0,10.0,0.0,0.0,25.0,0.0,Mozambique
201502,1.0,0.0,0.0,0.0,1.0,0.0,Belize
201502,0.0,5.0,0.0,0.0,15.0,0.0,Bolivia
201502,0.0,1.0,0.0,0.0,2.0,0.0,Brunei
201502,0.0,0.0,0.0,0.0,0.0,0.0,Lesotho
201502,0.0,7.0,0.0,0.0,9.0,0.0,Dominican Republic
201502,0.0,2.0,0.0,0.0,3.0,0.0,Samoa
201502,1.0,4.0,0.0,0.0,12.0,0.0,Namibia
201502,1.0,5.0,0.0,0.0,21.0,0.0,Guatemala
201502,0.0,2.0,0.0,0.0,2.0,0.0,El Salvador
201502,0.0,6.0,0.0,0.0,9.0,0.0,Trinidad and Tobago
201502,0.0,2.0,0.0,0.0,5.0,0.0,Suriname
201502,2.0,4.0,0.0,0.0,12.0,0.0,Libya
201502,1.0,0.0,0.0,0.0,2.0,0.0,Chad
201502,2.0,3.0,0.0,0.0,23.0,0.0,Togo
201502,0.0,0.0,0.0,0.0,0.0,0.0,Guyana
201502,1.0,0.0,0.0,0.0,4.0,0.0,Macao
201502,1.0,0.0,0.0,0.0,12.0,0.0,Reunion
201502,0.0,0.0,0.0,0.0,0.0,0.0,Cabo Verde
201502,0.0,0.0,0.0,0.0,0.0,0.0,Uzbekistan
201502,2.0,1.0,0.0,0.0,8.0,0.0,Barbados
201502,0.0,0.0,0.0,0.0,0.0,0.0,Seychelles
201502,0.0,0.0,0.0,0.0,0.0,0.0,Kyrgyzstan
201502,0.0,1.0,0.0,0.0,2.0,0.0,Honduras
201502,1.0,0.0,0.0,0.0,3.0,0.0,Turks and Caicos Islands
201502,0.0,0.0,0.0,0.0,0.0,0.0,Andorra
201502,0.0,0.0,0.0,0.0,0.0,0.0,Vatican
201502,0.0,1.0,0.0,0.0,1.0,0.0,Saint Kitts and Nevis
201502,0.0,1.0,0.0,0.0,4.0,0.0,Tajikistan
201502,0.0,0.0,0.0,0.0,0.0,0.0,Czechia
201502,0.0,0.0,0.0,0.0,0.0,0.0,Palau
201502,0.0,1.0,0.0,0.0,1.0,0.0,Burundi
201502,0.0,1.0,0.0,0.0,1.0,0.0,Solomon Islands
201502,0.0,0.0,0.0,0.0,0.0,0.0,Maldives
201502,0.0,1.0,0.0,0.0,3.0,0.0,Martinique
201502,0.0,1.0,0.0,0.0,5.0,0.0,Palestinian Territory
201502,0.0,0.0,0.0,0.0,0.0,0.0,Curacao
201502,0.0,0.0,0.0,0.0,0.0,0.0,Saint Lucia
201502,0.0,0.0,0.0,0.0,0.0,0.0,Saint Vincent and the Grenadines
201502,0.0,1.0,0.0,0.0,1.0,0.0,Republic of the Congo
201502,0.0,0.0,0.0,0.0,0.0,0.0,Sint Maarten
201502,0.0,0.0,0.0,0.0,0.0,0.0,Eritrea
201502,0.0,0.0,0.0,0.0,0.0,0.0,Mauritania
201502,0.0,0.0,0.0,0.0,0.0,0.0,Djibouti
201502,0.0,0.0,0.0,0.0,0.0,0.0,Ivory Coast
201502,0.0,0.0,0.0,0.0,0.0,0.0,Aruba
201502,0.0,0.0,0.0,0.0,0.0,0.0,Antigua and Barbuda
201502,0.0,0.0,0.0,0.0,0.0,0.0,Isle of Man
201502,0.0,0.0,0.0,0.0,0.0,0.0,Sao Tome and Principe
201502,0.0,0.0,0.0,0.0,0.0,0.0,Montserrat
201502,0.0,0.0,0.0,0.0,0.0,0.0,Tonga
201502,0.0,1.0,0.0,0.0,1.0,0.0,Gibraltar
201502,0.0,0.0,0.0,0.0,0.0,0.0,Cayman Islands
201502,0.0,0.0,0.0,0.0,0.0,0.0,Niue
201502,0.0,0.0,0.0,0.0,0.0,0.0,Turkmenistan
201502,0.0,0.0,0.0,0.0,0.0,0.0,British Virgin Islands
201502,0.0,0.0,0.0,0.0,0.0,0.0,Timor Leste
201502,0.0,0.0,0.0,0.0,0.0,0.0,North Macedonia
201502,0.0,0.0,0.0,0.0,0.0,0.0,Tuvalu
201502,0.0,0.0,0.0,0.0,0.0,0.0,Aland Islands
201502,,,,,1.0,,Guinea-Bissau
201503,1001.0,924.0,2.0,0.0,5955.0,12.0,Australia
201503,1686.0,401.0,2.0,0.0,4511.0,12.0,South Korea
201503,1027.0,901.0,0.0,0.0,7581.0,0.0,Spain
201503,8945.0,5874.0,8.0,3.0,53685.0,64.0,United States
201503,1926.0,1699.0,1.0,2.0,13932.0,17.0,Germany
201503,118.0,109.0,0.0,0.0,748.0,0.0,Thailand
